id_choice,id_user,id_study,font_a,font_b,winning_font,matchup,bracket,dwell_time_a,dwell_time_b,views_a,views_b,width,height,device,study_step,timestamp
43455,689,4545,poppins,open_sans,open_sans,14,validation,555.6399999986752,1082.3549999986426,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616969706977
43456,689,4545,source_serif_pro,roboto,roboto,14,validation,1835.7750000031956,2323.550000000978,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616969709305
43457,689,4545,open_sans,poppins,poppins,14,validation,805.2199999983713,1389.0400000018417,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616969710697
43504,3582,4550,arial,merriweather,merriweather,1,winners,34672.21000000427,37544.03500000626,2,2,1366,635,Chrome|*|Windows|*|undefined,normal,1616972965550
43505,3582,4550,roboto,open_sans,open_sans,2,winners,1946.0499999986496,3529.770000001008,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972969086
43506,3582,4550,source_serif_pro,georgia,georgia,3,winners,1163.0050000021583,2484.485000000859,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972971575
43507,3582,4550,poppins,times,times,4,winners,1001.9299999985378,1993.8299999994342,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972973573
43508,3582,4550,roboto,source_serif_pro,source_serif_pro,5,losers,840.6000000031781,1840.3850000031525,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972975421
43509,3582,4550,arial,poppins,poppins,6,losers,745.1700000019628,1912.9700000048615,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972977342
43510,3582,4550,merriweather,georgia,georgia,7,winners,899.10499999678,2019.07999999827,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972979365
43511,3582,4550,open_sans,times,times,8,winners,1136.1200000027893,1768.1350000055972,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972981141
43512,3582,4550,source_serif_pro,poppins,poppins,9,losers,839.2999999995809,2103.285000004573,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972983253
43513,3582,4550,open_sans,merriweather,merriweather,10,losers,839.9600000047358,1567.8550000011455,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972984829
43514,3582,4550,times,georgia,georgia,11,winners,731.544999995036,1499.5549999948125,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972986333
43515,3582,4550,merriweather,times,times,12,losers,777.8300000063609,1944.970000004163,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972988285
43516,3582,4550,times,poppins,poppins,13,losers,830.9900000020862,1513.3450000066077,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972989807
43517,3582,4550,georgia,poppins,poppins,14,final,815.0649999951711,1479.0349999966566,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972991293
43518,3582,4550,georgia,poppins,poppins,15,final,635.5349999938626,1267.499999994412,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972992565
43519,3582,4550,times,open_sans,open_sans,15,validation,651.4150000002701,1687.899999997113,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972994261
43520,3582,4550,merriweather,arial,arial,15,validation,739.9950000036042,1781.3700000043027,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972996046
43521,3582,4550,georgia,times,times,15,validation,1386.2900000021327,2322.4400000034366,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616972998373
43522,3582,4550,poppins,georgia,georgia,15,validation,915.3500000028871,1683.3899999982677,1,1,1366,635,Chrome|*|Windows|*|undefined,normal,1616973000061
43523,3584,4552,roboto,merriweather,merriweather,1,winners,15056.620000046678,21694.465000065975,3,3,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973022999
43524,3584,4552,poppins,source_serif_pro,source_serif_pro,2,winners,6362.300000037067,10187.365000019781,2,2,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973029963
43525,3584,4552,times,arial,times,3,winners,5014.055000036024,2113.294999988284,2,1,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973033608
43526,3584,4552,open_sans,georgia,georgia,4,winners,14673.295000102371,19398.725000035483,4,4,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973042023
43527,3584,4552,roboto,arial,arial,5,losers,16551.509999961127,21265.339999925345,4,4,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973050832
43528,3584,4552,poppins,open_sans,open_sans,6,losers,10053.83999994956,15228.929999982938,3,3,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973058448
43529,3584,4552,merriweather,georgia,georgia,7,winners,14282.200000016019,18770.419999957085,4,4,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973065783
43530,3584,4552,source_serif_pro,times,times,8,winners,8917.604999965988,12056.324999954086,3,3,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973071858
43531,3584,4552,arial,open_sans,open_sans,9,losers,15312.280000071041,18833.430000115186,4,4,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973079036
43532,3584,4552,merriweather,source_serif_pro,source_serif_pro,10,losers,3495.9700000472367,5701.320000051055,2,2,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973082726
43533,3584,4552,times,georgia,times,11,winners,3732.0099999778904,1652.3349999915808,2,1,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973085617
43534,3584,4552,open_sans,source_serif_pro,source_serif_pro,12,losers,707.0950000197627,1798.320000001695,1,1,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973087417
43535,3584,4552,source_serif_pro,georgia,georgia,13,losers,5833.415000117384,8679.590000072494,3,3,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973092154
43536,3584,4552,georgia,times,times,14,final,2798.2199999969453,4463.214999937918,2,2,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973095068
43537,3584,4552,source_serif_pro,merriweather,source_serif_pro,14,validation,3091.370000038296,1495.03500002902,2,1,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973097352
43538,3584,4552,times,georgia,times,14,validation,6262.579999980517,3721.590000030119,3,2,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973101166
43539,3584,4552,times,arial,times,14,validation,4103.904999967199,1967.7750000264496,2,1,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973104068
43540,3584,4552,times,source_serif_pro,times,14,validation,2697.7599999518134,1168.9899999764748,2,1,1460,1429,Chrome|*|Mac OS|*|undefined,normal,1616973106172
43544,3580,4548,merriweather,source_serif_pro,source_serif_pro,1,winners,15574.145000020275,20697.02000002144,3,3,1097,610,Chrome|*|Windows|*|undefined,normal,1616973395552
43545,3580,4548,roboto,arial,arial,2,winners,16728.274999986403,23190.18499998469,3,3,1097,610,Chrome|*|Windows|*|undefined,normal,1616973407521
43546,3580,4548,times,georgia,times,3,winners,8638.174999985378,4015.179999987595,2,1,1097,610,Chrome|*|Windows|*|undefined,normal,1616973413551
43547,3580,4548,poppins,open_sans,poppins,4,winners,36761.04499996267,27181.764999986626,4,3,1097,610,Chrome|*|Windows|*|undefined,normal,1616973427703
43548,3580,4548,georgia,roboto,georgia,5,losers,62443.300000042655,47376.24500002107,5,4,1097,610,Chrome|*|Windows|*|undefined,normal,1616973451070
43549,3580,4548,open_sans,merriweather,open_sans,6,losers,21452.540000013076,11834.800000011455,2,1,1097,610,Chrome|*|Windows|*|undefined,normal,1616973464591
43550,3580,4548,arial,source_serif_pro,source_serif_pro,7,winners,42870.389999996405,49880.324999991106,2,2,1097,610,Chrome|*|Windows|*|undefined,normal,1616973492915
43551,3580,4548,times,poppins,times,8,winners,18973.009999986738,11209.83500000136,2,1,1097,610,Chrome|*|Windows|*|undefined,normal,1616973509095
43552,3580,4548,georgia,open_sans,georgia,9,losers,34759.19999998575,25319.72499999404,3,2,1097,610,Chrome|*|Windows|*|undefined,normal,1616973525487
43553,3580,4548,poppins,arial,poppins,10,losers,26486.15000001155,13349.045000009937,2,1,1097,610,Chrome|*|Windows|*|undefined,normal,1616973541754
43554,3580,4548,source_serif_pro,times,times,11,winners,47194.32499998901,54471.26499998476,5,5,1097,610,Chrome|*|Windows|*|undefined,normal,1616973557250
43555,3580,4548,source_serif_pro,poppins,poppins,12,losers,44057.39000000176,54477.995000022696,3,3,1097,610,Chrome|*|Windows|*|undefined,normal,1616973581348
43556,3580,4548,poppins,georgia,georgia,13,losers,19174.520000000484,26356.534999998985,2,2,1097,610,Chrome|*|Windows|*|undefined,normal,1616973597145
43557,3580,4548,times,georgia,times,14,final,18342.280000011437,12120.934999998659,3,2,1097,610,Chrome|*|Windows|*|undefined,normal,1616973606528
43558,3580,4548,source_serif_pro,merriweather,source_serif_pro,14,validation,14778.774999984307,9909.899999984074,3,2,1097,610,Chrome|*|Windows|*|undefined,normal,1616973614932
43559,3580,4548,poppins,source_serif_pro,poppins,14,validation,23943.26000000001,12169.63499999838,2,1,1097,610,Chrome|*|Windows|*|undefined,normal,1616973632416
43560,3580,4548,arial,roboto,roboto,14,validation,104002.8099999621,118266.34499998204,6,6,1097,610,Chrome|*|Windows|*|undefined,normal,1616973664216
43561,3580,4548,times,poppins,poppins,14,validation,13590.985000017565,21738.690000012983,2,2,1097,610,Chrome|*|Windows|*|undefined,normal,1616973678187
43568,3588,4556,merriweather,source_serif_pro,merriweather,1,winners,4578.020000015385,1904.0450000029523,2,1,1506,678,Chrome|*|Windows|*|undefined,normal,1616974321504
43569,3588,4556,times,roboto,roboto,2,winners,3182.9999999899883,4637.684999965131,2,2,1506,678,Chrome|*|Windows|*|undefined,normal,1616974324409
43570,3588,4556,poppins,georgia,poppins,3,winners,3705.6500000180677,1727.4500000057742,2,1,1506,678,Chrome|*|Windows|*|undefined,normal,1616974327055
43571,3588,4556,open_sans,arial,arial,4,winners,3559.704999992391,5485.885000001872,2,2,1506,678,Chrome|*|Windows|*|undefined,normal,1616974330719
43572,3588,4556,georgia,open_sans,georgia,5,losers,4369.734999985667,1842.4200000008568,2,1,1506,678,Chrome|*|Windows|*|undefined,normal,1616974334100
43573,3588,4556,times,source_serif_pro,source_serif_pro,6,losers,922.3300000012387,1767.6100000098813,1,1,1506,678,Chrome|*|Windows|*|undefined,normal,1616974335869
43574,3588,4556,roboto,arial,roboto,7,winners,8586.604999989504,6008.285000018077,3,2,1506,678,Chrome|*|Windows|*|undefined,normal,1616974340711
43575,3588,4556,poppins,merriweather,merriweather,8,winners,3180.209999991348,4592.5549999810755,2,2,1506,678,Chrome|*|Windows|*|undefined,normal,1616974343639
43576,3588,4556,georgia,poppins,georgia,9,losers,3634.055000031367,1772.9050000198185,2,1,1506,678,Chrome|*|Windows|*|undefined,normal,1616974346145
43577,3588,4556,source_serif_pro,arial,arial,10,losers,3125.075000018114,4411.590000003343,2,2,1506,678,Chrome|*|Windows|*|undefined,normal,1616974348964
43578,3588,4556,merriweather,roboto,merriweather,11,winners,5046.0299999977,2412.979999993695,2,1,1506,678,Chrome|*|Windows|*|undefined,normal,1616974352019
43579,3588,4556,arial,georgia,arial,12,losers,6634.6449999837205,4253.895000001648,3,2,1506,678,Chrome|*|Windows|*|undefined,normal,1616974355640
43580,3588,4556,arial,roboto,arial,13,losers,8658.234999980778,5735.654999996768,3,2,1506,678,Chrome|*|Windows|*|undefined,normal,1616974359947
43581,3588,4556,merriweather,arial,merriweather,14,final,3901.6499999852385,1882.274999981746,2,1,1506,678,Chrome|*|Windows|*|undefined,normal,1616974362504
43582,3588,4556,merriweather,poppins,poppins,14,validation,7747.520000033546,9979.730000020936,3,3,1506,678,Chrome|*|Windows|*|undefined,normal,1616974367483
43583,3588,4556,roboto,arial,arial,14,validation,3677.140000014333,5097.570000012638,2,2,1506,678,Chrome|*|Windows|*|undefined,normal,1616974370807
43584,3588,4556,merriweather,source_serif_pro,merriweather,14,validation,3565.8450000046287,1758.3250000025146,2,1,1506,678,Chrome|*|Windows|*|undefined,normal,1616974373143
43585,3588,4556,roboto,times,roboto,14,validation,2557.714999973541,1234.389999997802,2,1,1506,678,Chrome|*|Windows|*|undefined,normal,1616974375015
43586,3581,4549,georgia,times,georgia,1,winners,7989.399999998277,4351.849999998929,2,1,1536,792,Chrome|*|Windows|*|undefined,normal,1616974459147
43587,3581,4549,arial,roboto,roboto,2,winners,12456.889999999665,16365.350000001956,3,3,1536,792,Chrome|*|Windows|*|undefined,normal,1616974467151
43588,3581,4549,source_serif_pro,merriweather,merriweather,3,winners,7274.700000000186,9780.264999999665,2,2,1536,792,Chrome|*|Windows|*|undefined,normal,1616974472984
43589,3581,4549,open_sans,poppins,poppins,4,winners,4420.245000001043,6416.520000000484,2,2,1536,792,Chrome|*|Windows|*|undefined,normal,1616974477103
43590,3581,4549,source_serif_pro,arial,arial,5,losers,5316.780000000726,7303.0100000011735,2,2,1536,792,Chrome|*|Windows|*|undefined,normal,1616974481557
43591,3581,4549,times,open_sans,open_sans,6,losers,3826.4799999995157,5546.604999999516,2,2,1536,792,Chrome|*|Windows|*|undefined,normal,1616974485154
43592,3581,4549,merriweather,poppins,poppins,7,winners,4503.3849999983795,6952.429999999702,2,2,1536,792,Chrome|*|Windows|*|undefined,normal,1616974489808
43593,3581,4549,georgia,roboto,roboto,8,winners,5768.100000000559,7764.425000000745,2,2,1536,792,Chrome|*|Windows|*|undefined,normal,1616974494529
43594,3581,4549,arial,merriweather,arial,9,losers,5490.555000000633,2513.0050000008196,2,1,1536,792,Chrome|*|Windows|*|undefined,normal,1616974498309
43595,3581,4549,open_sans,georgia,open_sans,10,losers,4500.809999997262,2065.5399999995716,2,1,1536,792,Chrome|*|Windows|*|undefined,normal,1616974501698
43596,3581,4549,poppins,roboto,poppins,11,winners,7641.415000001434,4396.335000000894,3,2,1536,792,Chrome|*|Windows|*|undefined,normal,1616974506619
43597,3581,4549,open_sans,roboto,roboto,12,losers,4656.909999999683,6593.069999999367,2,2,1536,792,Chrome|*|Windows|*|undefined,normal,1616974510919
43598,3581,4549,arial,roboto,roboto,13,losers,4314.8149999994785,6607.904999998864,2,2,1536,792,Chrome|*|Windows|*|undefined,normal,1616974515317
43599,3581,4549,roboto,poppins,roboto,14,final,6845.2050000000745,4243.394999999553,3,2,1536,792,Chrome|*|Windows|*|undefined,normal,1616974519548
43600,3581,4549,roboto,poppins,poppins,15,final,6924.734999997076,10346.644999998156,3,3,1536,792,Chrome|*|Windows|*|undefined,normal,1616974525701
43601,3581,4549,georgia,times,georgia,15,validation,3979.4600000004284,1803.3599999998696,2,1,1536,792,Chrome|*|Windows|*|undefined,normal,1616974528465
43602,3581,4549,roboto,open_sans,roboto,15,validation,3003.284999998752,1240.6400000001304,2,1,1536,792,Chrome|*|Windows|*|undefined,normal,1616974530750
43603,3581,4549,open_sans,times,open_sans,15,validation,2878.950000002049,1134.4000000008382,2,1,1536,792,Chrome|*|Windows|*|undefined,normal,1616974532976
43604,3581,4549,open_sans,times,open_sans,15,validation,24188.28999999864,18707.889999996405,5,4,1536,792,Chrome|*|Windows|*|undefined,normal,1616974540603
43608,3591,4559,roboto,merriweather,merriweather,1,winners,2586.0699999902863,3881.6699999952107,2,2,1366,568,Chrome|*|Windows|*|undefined,normal,1616975087550
43609,3591,4559,georgia,open_sans,open_sans,2,winners,461.9200000015553,876.830000001064,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975088435
43610,3591,4559,source_serif_pro,poppins,poppins,3,winners,371.7899999974179,739.7199999977602,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975089179
43611,3591,4559,times,arial,arial,4,winners,305.56500000238884,603.770000001532,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975089788
43612,3591,4559,times,georgia,georgia,5,losers,308.8350000034552,628.3650000041234,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975090435
43613,3591,4559,roboto,source_serif_pro,source_serif_pro,6,losers,299.2949999970733,627.2850000023027,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975091067
43614,3591,4559,poppins,arial,arial,7,winners,321.80499999958556,649.7500000041327,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975091723
43615,3591,4559,open_sans,merriweather,merriweather,8,winners,316.78000000101747,667.4950000015087,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975092395
43616,3591,4559,georgia,source_serif_pro,source_serif_pro,9,losers,337.88999999524094,666.1299999977928,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975093068
43617,3591,4559,open_sans,poppins,poppins,10,losers,336.19000000180677,660.7450000010431,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975093739
43618,3591,4559,arial,merriweather,merriweather,11,winners,294.42500000004657,630.6299999996554,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975094379
43619,3591,4559,source_serif_pro,arial,arial,12,losers,283.8850000043749,628.4350000059931,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975095019
43620,3591,4559,arial,poppins,poppins,13,losers,701.3599999991129,1178.3849999992526,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975096211
43621,3591,4559,poppins,merriweather,merriweather,14,final,905.94499999861,1489.900000000489,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975097707
43622,3591,4559,merriweather,poppins,poppins,14,validation,427.4600000062492,891.155000004801,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975098602
43623,3591,4559,poppins,merriweather,merriweather,14,validation,388.5950000039884,772.064999997383,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975099379
43624,3591,4559,open_sans,georgia,georgia,14,validation,553.4650000045076,1050.95500000607,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975100436
43625,3591,4559,merriweather,poppins,poppins,14,validation,373.8450000018929,829.4049999967683,1,1,1366,568,Chrome|*|Windows|*|undefined,normal,1616975101278
43632,3590,4558,times,poppins,poppins,1,winners,5209.54500004882,9682.25000007078,2,2,1600,757,Chrome|*|Windows|*|undefined,normal,1616975558223
43633,3590,4558,roboto,georgia,georgia,2,winners,13247.034999949392,17744.46000001626,2,2,1600,757,Chrome|*|Windows|*|undefined,normal,1616975569597
43634,3590,4558,arial,merriweather,merriweather,3,winners,4009.6449999837205,7510.275000007823,1,1,1600,757,Chrome|*|Windows|*|undefined,normal,1616975577116
43635,3590,4558,open_sans,source_serif_pro,source_serif_pro,4,winners,59403.89499987941,66343.72999990592,6,6,1600,757,Chrome|*|Windows|*|undefined,normal,1616975597951
43636,3590,4558,roboto,times,roboto,5,losers,155369.6100000525,137206.22000010917,8,7,1600,757,Chrome|*|Windows|*|undefined,normal,1616975629673
43637,3590,4558,arial,open_sans,open_sans,6,losers,18442.740000085905,22534.405000100378,3,3,1600,757,Chrome|*|Windows|*|undefined,normal,1616975640264
43638,3590,4558,source_serif_pro,georgia,georgia,7,winners,13614.754999987781,17901.184999966063,2,2,1600,757,Chrome|*|Windows|*|undefined,normal,1616975650925
43639,3590,4558,merriweather,poppins,merriweather,8,winners,8550.694999983534,3299.2799999774434,2,1,1600,757,Chrome|*|Windows|*|undefined,normal,1616975656257
43640,3590,4558,roboto,open_sans,open_sans,9,losers,23260.699999984354,28049.330000008922,4,4,1600,757,Chrome|*|Windows|*|undefined,normal,1616975667717
43641,3590,4558,source_serif_pro,poppins,poppins,10,losers,9524.760000000242,13258.04500002414,2,2,1600,757,Chrome|*|Windows|*|undefined,normal,1616975675364
43642,3590,4558,merriweather,georgia,merriweather,11,winners,9607.035000051837,4125.115000002552,2,1,1600,757,Chrome|*|Windows|*|undefined,normal,1616975682475
43643,3590,4558,georgia,open_sans,georgia,12,losers,13961.379999993369,7084.28000001004,2,1,1600,757,Chrome|*|Windows|*|undefined,normal,1616975691948
43644,3590,4558,poppins,georgia,poppins,13,losers,30915.495000081137,14675.695000041742,3,2,1600,757,Chrome|*|Windows|*|undefined,normal,1616975710046
43645,3590,4558,poppins,merriweather,poppins,14,final,14961.55499998713,7247.689999989234,2,1,1600,757,Chrome|*|Windows|*|undefined,normal,1616975719422
43646,3590,4558,merriweather,poppins,merriweather,15,final,31663.37999998359,24042.40999999456,4,3,1600,757,Chrome|*|Windows|*|undefined,normal,1616975731878
43647,3589,4557,arial,open_sans,open_sans,1,winners,7151.8849999997765,10072.919999999693,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975741939
43648,3590,4558,georgia,open_sans,georgia,15,validation,66601.91500012297,51258.64000013098,6,5,1600,757,Chrome|*|Windows|*|undefined,normal,1616975748671
43649,3589,4557,source_serif_pro,times,source_serif_pro,2,winners,20532.17000000109,13472.535000000382,3,2,1366,625,Chrome|*|Windows|*|undefined,normal,1616975751716
43650,3589,4557,roboto,merriweather,roboto,3,winners,6564.969999999506,3041.614999999758,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975756072
43651,3590,4558,poppins,georgia,georgia,15,validation,17139.199999917764,21052.454999939073,4,4,1600,757,Chrome|*|Windows|*|undefined,normal,1616975757179
43652,3589,4557,georgia,poppins,georgia,4,winners,6247.535000000382,2980.2199999997392,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975760674
43653,3589,4557,times,merriweather,merriweather,5,losers,1565.7700000002515,3511.939999999944,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975764189
43654,3590,4558,merriweather,poppins,merriweather,15,validation,13207.79999991646,8810.529999958817,3,2,1600,757,Chrome|*|Windows|*|undefined,normal,1616975764510
43655,3589,4557,poppins,arial,poppins,6,losers,6308.379999999655,2805.7349999998696,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975768719
43656,3589,4557,georgia,open_sans,open_sans,7,winners,1463.2600000000093,3420.554999999702,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975772142
43657,3590,4558,merriweather,arial,merriweather,15,validation,37270.315000088885,27450.530000030994,5,4,1600,757,Chrome|*|Windows|*|undefined,normal,1616975774455
43658,3589,4557,roboto,source_serif_pro,roboto,8,winners,5316.149999999907,2293.8499999998603,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975776139
43659,3589,4557,merriweather,source_serif_pro,merriweather,9,losers,5877.655000000494,2723.2050000003073,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975780126
43660,3589,4557,georgia,poppins,poppins,10,losers,5746.159999999916,11373.850000000093,2,2,1366,625,Chrome|*|Windows|*|undefined,normal,1616975788470
43661,3589,4557,open_sans,roboto,open_sans,11,winners,6013.1049999997485,2520.1749999998137,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975792991
43662,3589,4557,merriweather,poppins,poppins,12,losers,9650.339999999618,14909.754999999655,2,2,1366,625,Chrome|*|Windows|*|undefined,normal,1616975802136
43663,3589,4557,poppins,roboto,poppins,13,losers,7600.494999999879,3625.4449999998324,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975807364
43664,3589,4557,open_sans,poppins,poppins,14,final,1678.7600000002421,3597.75,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975810963
43665,3589,4557,poppins,open_sans,poppins,15,final,5935.870000000345,2701.5800000003073,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975815194
43666,3589,4557,open_sans,arial,open_sans,15,validation,5294.429999999702,2406.3349999999627,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975819120
43667,3589,4557,open_sans,georgia,georgia,15,validation,11651.675000000047,13301.73499999987,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975832423
43668,3589,4557,poppins,open_sans,poppins,15,validation,4895.6850000005215,2284.130000000121,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975835949
43669,3589,4557,georgia,open_sans,open_sans,15,validation,7304.659999999683,9344.029999999562,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616975845295
43676,3593,4561,georgia,open_sans,open_sans,1,winners,4263.0,6432.0,2,2,1920,938,Firefox|*|Windows|*|undefined,normal,1616976139786
43677,3593,4561,times,poppins,poppins,2,winners,1238.0,2837.0,1,1,1920,938,Firefox|*|Windows|*|undefined,normal,1616976142624
43678,3593,4561,arial,source_serif_pro,source_serif_pro,3,winners,21782.0,28661.0,4,4,1920,938,Firefox|*|Windows|*|undefined,normal,1616976154602
43679,3593,4561,merriweather,roboto,roboto,4,winners,7564.0,10553.0,2,2,1920,938,Firefox|*|Windows|*|undefined,normal,1616976161574
43680,3593,4561,georgia,times,georgia,5,losers,8143.0,3750.0,2,1,1920,938,Firefox|*|Windows|*|undefined,normal,1616976166949
43681,3593,4561,merriweather,arial,arial,6,losers,12550.0,16538.0,3,3,1920,938,Firefox|*|Windows|*|undefined,normal,1616976174240
43682,3593,4561,poppins,open_sans,poppins,7,winners,4479.0,2058.0,2,1,1920,938,Firefox|*|Windows|*|undefined,normal,1616976177293
43683,3593,4561,source_serif_pro,roboto,source_serif_pro,8,winners,11855.0,7247.0,3,2,1920,938,Firefox|*|Windows|*|undefined,normal,1616976184479
43684,3592,4560,open_sans,poppins,open_sans,1,winners,8205.84000000963,4293.999999994412,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616976182769
43685,3592,4560,roboto,georgia,roboto,2,winners,9057.81999998726,3769.23999999417,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616976189658
43686,3593,4561,arial,georgia,arial,9,losers,13924.0,8245.0,3,2,1920,938,Firefox|*|Windows|*|undefined,normal,1616976192162
43687,3593,4561,roboto,open_sans,open_sans,10,losers,2813.0,4415.0,1,1,1920,938,Firefox|*|Windows|*|undefined,normal,1616976196579
43688,3593,4561,source_serif_pro,poppins,source_serif_pro,11,winners,5557.0,3180.0,2,1,1920,938,Firefox|*|Windows|*|undefined,normal,1616976200892
43689,3592,4560,source_serif_pro,times,source_serif_pro,3,winners,17012.549999984913,10750.39500001003,3,2,1366,625,Chrome|*|Windows|*|undefined,normal,1616976199903
43690,3593,4561,arial,open_sans,open_sans,12,losers,2214.0,3742.0,1,1,1920,938,Firefox|*|Windows|*|undefined,normal,1616976204634
43691,3592,4560,merriweather,arial,arial,4,winners,1274.440000008326,3473.3350000169594,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616976203380
43692,3592,4560,times,georgia,georgia,5,losers,1931.1299999826588,3267.055000003893,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616976206651
43693,3592,4560,poppins,merriweather,poppins,6,losers,5139.469999994617,2551.8799999845214,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616976210258
43694,3593,4561,poppins,open_sans,open_sans,13,losers,14130.0,17866.0,3,3,1920,938,Firefox|*|Windows|*|undefined,normal,1616976212545
43695,3592,4560,source_serif_pro,roboto,roboto,7,winners,1264.5550000015646,2522.3799999803305,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616976212783
43696,3593,4561,source_serif_pro,open_sans,open_sans,14,final,1764.0,3665.0,1,1,1920,938,Firefox|*|Windows|*|undefined,normal,1616976216211
43697,3592,4560,open_sans,arial,open_sans,8,winners,5504.860000015469,2675.199999997858,2,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616976216359
43698,3592,4560,source_serif_pro,arial,arial,9,losers,1414.1550000058487,2541.030000022147,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616976218905
43699,3592,4560,georgia,poppins,poppins,10,losers,1015.7849999959581,2064.1599999798927,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616976220973
43700,3592,4560,roboto,open_sans,open_sans,11,winners,1723.0350000027101,2915.454999980284,1,1,1366,625,Chrome|*|Windows|*|undefined,normal,1616976223892
43701,3593,4561,open_sans,source_serif_pro,source_serif_pro,15,final,16020.0,20046.0,3,3,1920,938,Firefox|*|Windows|*|undefined,normal,1616976226341
