id_user,win,lose,dwell_time_win,dwell_time_lose,matchup,win_font,win_grayscale,win_stroke_contrast,win_weight,win_avg_ascender_length,win_avg_descender_length,win_avg_char_width_lower,win_lower_width_sd,win_lower_char_space,win_lower_x_height,lose_font,lose_grayscale,lose_stroke_contrast,lose_weight,lose_avg_ascender_length,lose_avg_descender_length,lose_avg_char_width_lower,lose_lower_width_sd,lose_lower_char_space,lose_lower_x_height
4054,arial,georgia,13228.250000043772,9312.41500005126,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4064,arial,georgia,4674.920000019483,3068.725000019185,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4067,arial,georgia,11655.564999964554,8744.90499991225,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4077,arial,georgia,57557.10999999824,46320.46499999869,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4092,arial,georgia,1828.154999995604,896.9049999723211,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4094,arial,georgia,1883.999999998196,940.0000000023284,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4097,arial,georgia,2688.339999999705,1324.5249999999942,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4099,arial,georgia,1243.9650000005497,652.6600000006147,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
4111,arial,georgia,3906.705000001355,1857.5649999985471,"arial, georgia",arial,0.4219745222929936,0.075,0.194,3.251,3.414,6.643,2.27,1.2,8.297,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
2,poppins,georgia,940.2399999999034,483.7250000000495,"georgia, poppins",poppins,0.4358974358974359,0.158,0.172,3.184,4.3,7.46,2.791,1.528,8.768,georgia,0.4580867850098619,0.235,0.215,4.497,3.682,7.543,2.077,0.418,7.703
